Specie,Forma_specialis,Host,Country,Subdivision,Level of precision,Year,Reference,x,y
Fusarium oxysporum,Lycopersici,Tomato,Australia,Queensland,3,1999,Stirling and Ashley (2003),152.37518,-24.95015
Fusarium oxysporum,Passiflorae,Passion fruit,Australia,New South Wales,3,2000,Pegg et al. (2002),153.38435,-28.285
Fusarium oxysporum,Pisi,Pea,Australia,New South Wales,3,2006,Watson et al. (2009),150.64092,-33.91649
Fusarium oxysporum,Pisi,Pea,Australia,New South Wales,3,2006,Scarlett et al. (2013),150.78996,-33.87544
Fusarium oxysporum,Pisi,Pea,Australia,New South Wales,3,2006,Scarlett et al. (2013),150.84705,-33.83668
Fusarium oxysporum,Pisi,Pea,Australia,Queensland,3,2006,Watson et al. (2009),152.4252,-24.85314
Fusarium oxysporum,Pisi,Pea,Australia,Queensland,3,2006,Watson et al. (2009),152.69231,-26.26588
Fusarium oxysporum,Pisi,Pea,Australia,Victoria,3,2006,Watson et al. (2009),145.8058,-38.41311
Fusarium oxysporum,Pisi,Pea,Australia,Victoria,3,2006,Scarlett et al. (2013),145.82577,-38.4575
Fusarium oxysporum,Pisi,Pea,Australia,Victoria,3,2006,Watson et al. (2009),147.58049,-37.82394
Fusarium oxysporum,Pisi,Pea,Australia,Victoria,3,2006,Scarlett et al. (2013),147.62701,-37.8201
Fusarium oxysporum,Pisi,Pea,Australia,Victoria,3,2006,Scarlett et al. (2013),148.17631,-37.69301
Fusarium oxysporum,Tracheiphilum,Sneak bean,Australia,Northern Territory,2,2011,Summerell et al. (2011),131.05394,-12.46988
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,4,2004,Wang et al. (2006),145.73456,-30.11081
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,2,2011,Chakrabarti et al. (2011),145.77187,-30.07094
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,4,2004,Wang et al. (2006),146.58829,-29.90466
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,4,2004,Wang et al. (2006),147.12265,-31.47656
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,4,2004,Wang et al. (2006),147.2346,-31.55056
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,2,2011,Chakrabarti et al. (2011),147.87722,-31.71071
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,4,2004,Wang et al. (2006),149.48758,-29.02511
Fusarium oxysporum,Vasinfectum,Cotton,Australia,New South Wales,2,2011,Chakrabarti et al. (2011),149.69681,-29.46731
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,2,2011,Chakrabarti et al. (2011),139.5145,-20.70111
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,4,2004,Wang et al. (2006),150.10351,-28.48474
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,4,2004,Wang et al. (2006),150.38935,-28.38942
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,2,2011,Chakrabarti et al. (2011),150.42431,-28.54031
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,4,2004,Wang et al. (2006),150.58909,-26.85227
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,4,2004,Wang et al. (2006),151.01338,-27.10997
Fusarium oxysporum,Vasinfectum,Cotton,Australia,Queensland,2,2011,Chakrabarti et al. (2011),151.03883,-26.95777
Fusarium oxysporum,Vasinfectum,Cotton,Australia,South Australia,2,2011,Chakrabarti et al. (2011),138.35262,-31.65076
Fusarium oxysporum,Asparagi,Asparagus,Austria,Burgenland,2,2002,Gossmann and B�ttner (2002),16.94728,47.71689
Fusarium oxysporum,Asparagi,Asparagus,Austria,Lower Austria,2,2002,Gossmann and B�ttner (2002),16.11292,48.39931
Fusarium oxysporum,Asparagi,Asparagus,Austria,Lower Austria,2,2002,Gossmann and B�ttner (2002),16.6022,48.18632
Fusarium oxysporum,Asparagi,Asparagus,Austria,Upper Austria,2,2002,Gossmann and B�ttner (2002),14.03711,48.30064
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Dhaka,1,2017,Nath et al. (2017),89.59363,23.52963
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Dhaka,1,2017,Nath et al. (2017),89.68231,23.50166
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Dhaka,1,2017,Nath et al. (2017),89.77658,23.65386
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Khulna,1,2017,Nath et al. (2017),89.23244,23.2885
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Khulna,1,2017,Nath et al. (2017),89.23608,23.04285
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Khulna,1,2017,Nath et al. (2017),89.26294,23.33145
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Khulna,1,2017,Nath et al. (2017),89.39822,23.2711
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Rajshahi,1,2017,Nath et al. (2017),88.40245,24.62412
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Rajshahi,1,2017,Nath et al. (2017),88.41594,24.64412
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Rajshahi,1,2017,Nath et al. (2017),88.47091,24.3883
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Rajshahi,1,2017,Nath et al. (2017),88.49281,24.45636
Fusarium oxysporum,Ciceris,Chickpea,Bangladesh,Rajshahi,1,2017,Nath et al. (2017),88.65568,24.44856
Fusarium oxysporum,Cubense,Banana,Bangladesh,Barisal,3,2007,Mostert et al. (2017),90.3231,22.86507
Fusarium oxysporum,Cubense,Banana,Bangladesh,Chittagong,3,2007,Mostert et al. (2017),92.19928,22.49314
Fusarium oxysporum,Cubense,Banana,Bangladesh,Dhaka,3,2007,Mostert et al. (2017),90.45849,23.99826
Fusarium oxysporum,Cubense,Banana,Bangladesh,Dhaka,3,2007,Mostert et al. (2017),90.69298,24.14375
Fusarium oxysporum,Cubense,Banana,Bangladesh,Khulna,3,2007,Mostert et al. (2017),88.9219,23.36511
Fusarium oxysporum,Cubense,Banana,Bangladesh,Khulna,3,2007,Mostert et al. (2017),89.02569,23.23956
Fusarium oxysporum,Cubense,Banana,Bangladesh,Khulna,3,2007,Mostert et al. (2017),89.10695,23.40724
Fusarium oxysporum,Cubense,Banana,Bangladesh,Khulna,3,2007,Mostert et al. (2017),89.13936,23.37354
Fusarium oxysporum,Cubense,Banana,Bangladesh,Khulna,3,2007,Mostert et al. (2017),89.18989,23.18556
Fusarium oxysporum,Cubense,Banana,Bangladesh,Khulna,3,2007,Mostert et al. (2017),89.20113,23.55858
Fusarium oxysporum,Cubense,Banana,Bangladesh,Mymensingh,3,2007,Mostert et al. (2017),89.76304,25.2176
Fusarium oxysporum,Cubense,Banana,Bangladesh,Mymensingh,3,2007,Mostert et al. (2017),89.77119,25.10894
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rajshahi,3,2007,Mostert et al. (2017),88.61969,24.46698
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rajshahi,3,2007,Mostert et al. (2017),88.65491,24.44725
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rajshahi,3,2007,Mostert et al. (2017),89.06813,24.14322
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rajshahi,3,2007,Mostert et al. (2017),89.3169,25.03295
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rajshahi,3,2007,Mostert et al. (2017),89.46209,24.85545
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rangpur,3,2007,Mostert et al. (2017),88.61088,25.76525
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rangpur,3,2007,Mostert et al. (2017),89.30457,25.43887
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rangpur,3,2007,Mostert et al. (2017),89.37264,25.55524
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rangpur,3,2007,Mostert et al. (2017),89.37338,25.11602
Fusarium oxysporum,Cubense,Banana,Bangladesh,Rangpur,3,2007,Mostert et al. (2017),89.55896,25.30688
Fusarium oxysporum,Lycopersici,Tomato,Bangladesh,Dhaka,4,2016,Raihan et al. (2016),90.37582,23.77055
Fusarium oxysporum,Lycopersici,Tomato,Bangladesh,Dhaka,4,2016,Nitu et al. (2016),90.3959,24.03795
Fusarium oxysporum,Melongenae,Eggplant,Bangladesh,Dhaka,4,2020,Chaterjee et al. (2021),90.43333,24.15002
Fusarium oxysporum,Melongenae,Eggplant,Bangladesh,Mymensingh,3,2017,Adhikary et al. (2017),90.42681,24.72008
Fusarium oxysporum,Niveum,Watermelon,Bangladesh,Chittagong,4,2018,Alam et al. (2020),91.09428,22.66261
Fusarium oxysporum,Psidii,Guava,Bangladesh,Barisal,3,2006,Hussain et al. (2014),90.1051,22.72404
Fusarium oxysporum,Psidii,Guava,Bangladesh,Barisal,3,2006,Hussain et al. (2014),90.29277,22.78505
Fusarium oxysporum,Psidii,Guava,Bangladesh,Chittagong,3,2006,Hussain et al. (2014),91.28408,23.99304
Fusarium oxysporum,Psidii,Guava,Bangladesh,Chittagong,3,2006,Hussain et al. (2014),91.76152,22.36163
Fusarium oxysporum,Psidii,Guava,Bangladesh,Chittagong,3,2005,Hussain et al. (2012),91.84366,22.74379
Fusarium oxysporum,Psidii,Guava,Bangladesh,Chittagong,3,2006,Hussain et al. (2014),92.00111,23.1373
Fusarium oxysporum,Psidii,Guava,Bangladesh,Chittagong,3,2006,Hussain et al. (2014),92.04309,22.20332
Fusarium oxysporum,Psidii,Guava,Bangladesh,Dhaka,3,2006,Hussain et al. (2014),89.87705,23.5244
Fusarium oxysporum,Psidii,Guava,Bangladesh,Dhaka,2,2005,Hussain et al. (2012),89.97642,23.40356
Fusarium oxysporum,Psidii,Guava,Bangladesh,Dhaka,3,2005,Hussain et al. (2012),90.41207,23.99069
Fusarium oxysporum,Psidii,Guava,Bangladesh,Dhaka,3,2006,Hussain et al. (2014),90.42583,23.9839
Fusarium oxysporum,Psidii,Guava,Bangladesh,Dhaka,3,2005,Hussain et al. (2012),90.42708,23.9867
Fusarium oxysporum,Psidii,Guava,Bangladesh,Rangpur,3,2006,Hussain et al. (2014),88.45316,26.042
Fusarium oxysporum,Psidii,Guava,Bangladesh,Rangpur,3,2005,Hussain et al. (2012),89.26197,25.72197
Fusarium oxysporum,Elaeidis,Oil palm,Benin,Plateau,3,2018,Koussinou et al. (2019),2.53416,6.65157
Fusarium oxysporum,Elaeidis,Oil palm,Benin,Plateau,3,2018,Koussinou et al. (2019),2.60454,6.94426
Fusarium oxysporum,Elaeidis,Oil palm,Benin,Plateau,3,2018,Koussinou et al. (2019),2.62322,6.93937
Fusarium oxysporum,Vasinfectum,Cotton,Benin,Alibori,1,1994, Assigbetse et al. (1994),2.39814,11.2664
Fusarium oxysporum,Vasinfectum,Cotton,Benin,Alibori,1,1994, Assigbetse et al. (1994),2.96999,11.17618
Fusarium oxysporum,Vasinfectum,Cotton,Benin,Atakora,1,1994, Assigbetse et al. (1994),1.02108,10.53543
Fusarium oxysporum,Vasinfectum,Cotton,Benin,Atakora,1,1994, Assigbetse et al. (1994),2.13357,10.8458
Fusarium oxysporum,Vasinfectum,Cotton,Benin,Borgou,1,1994, Assigbetse et al. (1994),2.36593,10.41539
Fusarium oxysporum,Basilici,Basil,Brazil,Federal District,3,2007,Reis et al. (2007),-48.18,-15.69052
Fusarium oxysporum,Cubense,Banana,Brazil,Alagoas,3,2009,Rodrigues de Andrade et al. (2009),-36.65196,-10.14873
Fusarium oxysporum,Cubense,Banana,Brazil,Alagoas,3,2009,Rodrigues de Andrade et al. (2009),-36.62221,-9.39656
Fusarium oxysporum,Cubense,Banana,Brazil,Alagoas,3,2009,Rodrigues de Andrade et al. (2009),-36.05443,-9.01179
Fusarium oxysporum,Cubense,Banana,Brazil,Alagoas,3,2009,Rodrigues de Andrade et al. (2009),-35.95657,-8.96668
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-46.60917,-13.24111
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.92217,-13.25056
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.91972,-13.25778
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.91667,-13.26667
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.87667,-13.44194
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.87472,-13.34944
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.87,-13.46194
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.86972,-13.34417
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.86361,-13.34278
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.8625,-13.35222
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.82722,-13.34722
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.825,-13.3525
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.80389,-13.49222
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.80278,-13.50833
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.80056,-13.50528
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.74444,-13.41139
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.74333,-13.41777
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.73417,-13.41778
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.73333,-13.42139
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.68972,-13.29694
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.68889,-13.33667
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.68333,-13.30889
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.68222,-13.52472
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.68056,-13.5225
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.67667,-13.23833
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.66611,-13.25306
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.6425,-13.23944
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.58389,-13.35361
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.45,-13.36722
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.41778,-13.36889
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-43.4,-13.20639
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.99972,-14.7925
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.99972,-14.77861
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.98972,-14.80722
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.98778,-14.8175
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.91111,-14.7775
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.89444,-14.82722
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.88944,-14.83528
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.88806,-14.82611
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-42.87361,-14.46528
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.58056,-14.85167
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.42611,-9.51444
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.42389,-9.52167
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.41583,-9.52722
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.41472,-9.52889
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.4,-9.47611
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.39917,-9.46944
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.3975,-9.46583
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.39472,-9.47361
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.36639,-10.95028
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.36639,-10.95028
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.34861,-9.53889
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.34306,-9.54056
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.34111,-9.54472
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-40.33778,-9.54083
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.90083,-13.79222
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.71,-13.94778
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.62833,-14.62639
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.59639,-14.76056
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.59111,-14.84
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.58972,-14.84806
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.58667,-14.82222
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.58472,-14.76444
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.58417,-13.79111
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.52667,-13.8975
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.52306,-13.57222
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.51917,-13.58222
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.43167,-14.96583
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.42611,-14.8125
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.42528,-14.81
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.42417,-14.75667
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.41472,-14.93972
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.40139,-14.77028
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.39194,-14.74472
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.39139,-14.96639
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.38611,-14.95639
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,4,2011,Costa et al. (2015),-39.38528,-14.805
Fusarium oxysporum,Cubense,Banana,Brazil,Bahia,3,2016,Ara�jo et al. (2016),-39.07713,-12.68202
Fusarium oxysporum,Cubense,Banana,Brazil,Cear�,4,2011,Costa et al. (2015),-39.71667,-5.45972
Fusarium oxysporum,Cubense,Banana,Brazil,Goi�s,3,2016,Ara�jo et al. (2016),-49.63889,-15.75239
Fusarium oxysporum,Cubense,Banana,Brazil,Goi�s,3,2016,Ara�jo et al. (2016),-49.05165,-18.15589
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,3,2016,Ara�jo et al. (2016),-44.9999,-21.27349
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,3,2011,Dos Santos et al. (2011),-44.00235,-15.08674
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.98306,-15.50139
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.97056,-15.27278
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.97,-15.52694
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,3,2011,Dos Santos et al. (2011),-43.91659,-14.85873
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.84889,-15.49167
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.81873,-15.30528
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,3,2011,Dos Santos et al. (2011),-43.71641,-15.3827
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.40833,-14.96556
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.39556,-15.96222
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.38778,-15.96694
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.37333,-15.92333
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,3,2011,Dos Santos et al. (2011),-43.32146,-15.83381
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,3,2011,Dos Santos et al. (2011),-43.28828,-15.79001
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.25972,-15.7625
Fusarium oxysporum,Cubense,Banana,Brazil,Minas Gerais,4,2011,Costa et al. (2015),-43.06444,-15.85361
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Norte,4,2011,Costa et al. (2015),-37.34389,-5.18778
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Sul,4,2011,Costa et al. (2015),-49.95036,-29.39192
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Sul,4,2011,Costa et al. (2015),-49.94611,-29.39056
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Sul,4,2011,Costa et al. (2015),-49.93544,-29.39606
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Sul,4,2011,Costa et al. (2015),-49.87164,-29.35244
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Sul,4,2011,Costa et al. (2015),-49.86442,-29.36025
Fusarium oxysporum,Cubense,Banana,Brazil,Rio Grande do Sul,4,2011,Costa et al. (2015),-49.84817,-29.36364
